,x,y
1962,i just feel that as my reader and loyal subscriber you need to be informed about how great butterfly marketing really is and not be taken for a ride so i can bank some chunky commissions,love
1963,a study visit to a chicken factory the butchery,anger
1964,i was hurt by this comment because it made me feel unimportant and like he wants to date many women,sadness
1965,i feel so completely helpless to do anything to help those affected by the tornadoes that hav,fear
1966,i have to cop out on feeling regretful,sadness
1967,i just don t feel thankful rel bookmark some days i just don t feel thankful posted on a href http babychaser,joy
1968,i remember moments of feeling lost or hopeless when i was younger,sadness
1969,i made sure to go all out for him since i was feeling him and i liked how we complimented each other,love
1970,i write when i am feeling happy and childish,joy
1971,i made the stupid mistake of saying i was fine the next day the last time my headmaster punished me and it only served to make him feel he had not punished me hard enough,sadness
1972,i feel like i am being held firmly in loving arms surrounded by a wide circle of people who are not going to let me fall,love
1973,i just feeling particularly nostalgic that day,love
1974,i was feeling disillusioned,sadness
1975,i was feeling very pressured,fear
1976,ill be thirty next year and im feeling positive about my life and the choices im making and the things that im putting out there into the world,joy
1977,i feel a creative mind brings more diversity and new thinking to any job,joy
1978,i feel naughty by ratbagx,love
1979,i guarantee that if im dizzy or feeling like im going to vomit for months i am not going to be a very pleasant person,joy
1980,i smile people smile back and tell me they feel a little cheered up seeing me being jolly in the morning,joy
1981,i used to walk over to my neighbors and hang out with him while he worked in his shop but i kinda got the feeling i was unwelcome,sadness
1982,i feel satisfied and not necessarily just forget the pain that she felt,joy
1983,i said earlier he was feeling ignored ever since the baby came but is now getting back to normal as attention is given to him as well,sadness
1984,i was still looking out for good causes that i feel passionate about to volunteer and again last year when a friend introduced me to an organization that packs food rations for needy families,love
1985,im feeling a little tender in my wood works,love
1986,i am suddenly feeling insulted while typing this down,anger
1987,i feel depressed i feel like they would ve been negative because i hadn t been the most influential big brother,sadness
1988,im trying to go on how i feel hopefully next time i brave the scales i will have been good for a few days and will see a nicer number,joy
1989,i can t help but feel a bit miserable,sadness
1990,i walk in a conventional classroom my senses feel assaulted by all the stuff on the walls hanging from the ceiling and covering all the surfaces,fear
1991,i feel so clever to have done that,joy
1992,i can walk the entire grocery store without feeling like they re going to give out and the aching doesn t happen often anymore,sadness
1993,imdoing good and its almost strange to feel carefree,joy
1994,i could already feel the difference in strength during technique class and three classes in i am starting to find my balance though it is still pretty shaky business,fear
